text_clean,sentiments,scores,features
channel bantu,neutral,0.9088839292526244,[-0.02853989  2.317152   -3.093294  ]
lohhhh tontonam kayak gin maksudnyaa tahan,negative,0.9908099174499512,[-1.9719793 -1.8056688  3.488176 ]
asa squid games,neutral,0.972911775112152,[-1.4784951  2.7061694 -1.6666963]
aaaa keren keren bgttttt panutannn,positive,0.9951063394546508,[ 3.9886162 -1.9053555 -2.1482441]
ngerasa keren bjir rebahann,positive,0.7504321932792664,[ 1.5405898  -2.1993499   0.36556038]
nonton coc benerann seseruuuu ituuuuuuu,negative,0.6434034705162048,[ 0.31414276 -1.4389032   1.0640835 ]
cakep bermutuuu pinter ekspos,positive,0.9940336346626282,[ 3.9864566 -2.0708818 -1.623421 ]
show indonesia senangin cm family 100 sm take,positive,0.920891284942627,[ 2.480253   -0.04764465 -2.6228747 ]
11 09 wow 13 jurnal indeks scopus,neutral,0.9954041242599488,[-1.6172731  4.033716  -2.7759385]
unand satu kampus wakil sumatera bangga orang padang,positive,0.9569219946861268,[ 2.6649628  -0.60070163 -2.3191698 ]
kerenn,positive,0.9957095384597778,[ 4.046404  -2.3227382 -1.9076302]
akhirnyaaa versi indonesia jugaa yokk variety show mutu gin karna indonesia butuh generasi muda kualitas,positive,0.9226975440979004,[ 2.4709227  -0.07526251 -2.7506852 ]
gk pinter seru lihat org pinter olah raga otak dikit,negative,0.9971876740455629,[-2.0243363 -2.2978516  4.412319 ]
usu mn,neutral,0.5952426791191101,[-0.51505214  0.47192425 -0.7080547 ]
competition lacks batak talents wonder,neutral,0.800545334815979,[ 0.41994658  1.8466084  -2.8595579 ]
insecuree kepinteran merekaaa,negative,0.8806739449501038,[ 0.0160349 -2.4687061  2.0949183]
merinding,negative,0.6422962546348572,[ 0.7358207 -2.2393432  1.3709444]
korea,positive,0.649627685546875,[ 0.74919873 -0.35770524 -0.8173598 ]
kayak university war versi indonesia,negative,0.6827431321144104,[-0.6159622  -0.66547877  0.81913996]
mudah mudah org cerdas gin nntinya manfaat ilmu gabaik bagi ilmu biar generasi cerdas,positive,0.7004547119140625,[ 1.6775221 -2.3548713  0.7857098]
suka lihat orang2 pinter moga anak2 q,positive,0.994524359703064,[ 4.1900654 -1.2344487 -2.623665 ]
bodoh suka otak atas rata2,negative,0.9980042576789856,[-2.274336  -2.0780458  4.736481 ]
pinter bangga banget liatnyaa,positive,0.9962928891181946,[ 4.2794156 -1.8312751 -2.2216332]
6jt views dlm 10 g masuk trend sih yutub,neutral,0.9645231366157532,[-0.9596401  2.6781392 -1.8810008]
orang tua bangga bgt semangat anak pintar,positive,0.995023250579834,[ 4.062708  -1.6512315 -2.313225 ]
kali nonton,neutral,0.6322606801986694,[ 1.1221749  1.6750994 -3.3824294]
eliminasi hebat,positive,0.99610435962677,[ 4.168783  -1.9488443 -2.2041276]
kenal naufal langsung cengang hebat2 banget teman teman,negative,0.9784188270568848,[-0.64574015 -2.8247674   3.2755744 ]
acara viralin anank anak bangsa indonesia niat ajar tingkat,negative,0.7328335046768188,[-0.405065  -1.0323005  1.0319033]
haru gaes udah nonton acara kualitas,positive,0.7780475616455078,[ 1.5500076   0.25087178 -2.8319385 ]
tambahin eng sub pld,neutral,0.7125497460365295,[-2.4952152  1.5769951  0.6260382]
38 17 jokes anak cumlaude emang beda,neutral,0.7182489633560181,[-0.33890197  1.1211076  -0.7112184 ]
ruang guru keren bangett sii,positive,0.996063768863678,[ 4.158538  -1.9154296 -2.2485993]
beh suka nih vibes kayak university war korea kerennnnnnnnnnn,positive,0.9940571784973145,[ 4.193533  -1.0461595 -3.104985 ]
tips pintar kayak gitu,positive,0.7806544303894043,[ 1.3525683 -0.1022827 -1.6935875]
kerenn bangeett indonesia mesti acara giniii,positive,0.9937012195587158,[ 3.8626184 -2.283852  -1.6105995]
alloh pintar cerdas semuaa bangga banget liat biarpun pintar pintar moga besok anak pintar kya kakak kakak,positive,0.9802772402763368,[ 3.0477667 -1.9934373 -1.2459855]
edward langsung kalah ae udh,negative,0.9972066283226012,[-2.911877 -1.932615  4.264002]
jujur minderr banged cewek pinterr genius nimbang cewek cantik,negative,0.997336447238922,[-2.2203467 -2.2628815  4.3772163]
banyakin acara kaya gin sih tampil orang prestasi positif bosan lihat artis pamer ngehujat viral ngasah otak,negative,0.9919456839561462,[-1.4290938 -2.130806   3.7869854]
deg deg,negative,0.9444093108177184,[-0.46219134 -2.1147037   2.545622  ]
acara kayak gin dibanyakin lanjut berseason season nandingin acara edukatif seliwer,neutral,0.4490856230258941,[ 0.06687376  0.36224043 -0.3665584 ]
ubaya,negative,0.6716457009315491,[-0.11084544 -1.0415107   0.93717873]
timmm deg degan,positive,0.6668346524238586,[ 1.5118496 -2.5222795  0.7818746]
banyak merinding nonton acara,positive,0.8322821259498596,[ 1.7129087e+00 -2.1500969e+00  9.4422075e-04]
bangga keren,positive,0.9965068697929382,[ 4.2585773 -1.9549357 -2.2416384]
kereeen,positive,0.99005788564682,[ 3.5004272 -2.214315  -1.4985298]
universitas sriwijaya,neutral,0.856378972530365,[ 0.16266923  2.0144482  -2.5184455 ]
yaallahmoga pintarnnya nular plisss,positive,0.9763838648796082,[ 2.9063208 -1.794882  -1.2865422]
tonton tuntut,neutral,0.8140658140182495,[-0.7526348  1.2675753 -1.0781863]
maxwel medok banget wkwkw sukaaa lucuu,positive,0.9968438148498536,[ 4.353211  -1.893691  -2.3477166]
jawab 1000 3000 800 900 500,neutral,0.9636110663414,[-2.3763664  2.8244727 -0.609727 ]
gehujat merekaaa woyyy otak atas rata2,negative,0.5052482485771179,[ 0.9698696 -2.085156   1.0369083]
lihat acara pas sd 2 acara digital prima kuis galileo galilei hayoo anak 90an mash,neutral,0.9827195405960084,[-0.66522783  3.4791965  -2.8794467 ]
masyaallah moga pinternya nular anak2ku,positive,0.9809020757675172,[ 3.1472447 -1.648174  -1.3443947]
lolos semangat hebat wakil universitas,positive,0.98490172624588,[ 3.2398927 -1.2314839 -2.3073497]
kayak seru influencer selebgram adu biar follower orang ikut manusia kosong yeay,negative,0.9955604076385498,[-2.5463026 -1.6147037  4.1301765]
keren bangeettttt,positive,0.9964787364006042,[ 4.276105  -1.8628165 -2.3121066]
anak sastra bilang orang pinter pinter hitung2an hahahaha,negative,0.711056649684906,[ 0.6146346 -2.0340605  1.583509 ]
nan,positive,0.5520077347755432,[ 0.5400192  -0.94198436  0.00282718]
gmn hujat adek bodo2 ipk pnting lulus,negative,0.9973684549331664,[-2.826166  -1.7470171  4.4831343]
genius,negative,0.8271651864051819,[ 0.4214651 -2.7850847  2.026831 ]
serruuuuu,negative,0.7398295402526855,[ 0.7461017 -2.436105   1.8318406]
orang ganteng jarang pinter,negative,0.9971151351928712,[-2.1957705 -2.0791154  4.4027734]
merinding,negative,0.6422962546348572,[ 0.7358207 -2.2393432  1.3709444]
sumpah program menrik bnget anak banyak program kaya gin jngn sinema elektronik,positive,0.887022852897644,[ 1.8736416  -1.6816511  -0.44108057]
walopun pinter kagum orang2 pinter,positive,0.989920973777771,[ 3.600169  -1.8483357 -1.5362114]
teknk tyuu,positive,0.610016942024231,[ 0.90733004 -1.6820554   0.335041  ]
piala opening piala ucl njir,positive,0.4230704605579376,[ 0.03435535  0.00683376 -0.9051559 ]
sedih lihat emildaa,negative,0.996651828289032,[-2.0430632 -2.4561393  4.1607203]
university war versi indonesia,neutral,0.979783535003662,[-0.9838504  3.0709877 -2.6442628]
aaaa keren bangattt,positive,0.9960461258888244,[ 4.1535034 -1.9004004 -2.2713025]
coba psikotes pt gin kelar,neutral,0.9949277639389038,[-2.5969472  3.7995842 -1.8753834]
merinding sihh,negative,0.936335265636444,[-0.23745827 -2.4073837   2.5590093 ]
tes masuk akpol akmil,neutral,0.9974344372749328,[-2.3993943  4.3264937 -2.2644613]
pesona pesona orang pinter bikin merinding,positive,0.982265830039978,[ 3.1834366 -2.1259542 -1.1509869]
pas lamar kerja interview ramai salah tes sih 100 200 angka,negative,0.8979604244232178,[-3.389353   0.6245288  2.817196 ]
moga acara langgeng besok nikah anak tonton,positive,0.9817534685134888,[ 2.9404533 -1.3713571 -2.3231938]
yesaya sombong hahaha,negative,0.9981131553649902,[-2.214073  -2.338974   4.6895046]
program viral,negative,0.9866098761558532,[-1.2061393 -1.9651414  3.4776056]
pingin download soal2nya nih latian,neutral,0.985301673412323,[-1.2289301  3.298183  -2.1971815]
tarik bikin acara kaya gin warga indonesia butuh libatin orang jenius kenal sensasi doang,negative,0.9740915894508362,[-2.042801   -0.98293465  2.9415157 ]
isi org pinter moga wadah bidang ilmu bilang aritmatika sih pinter bidang linter materi hitung hitung pinter kelilmuan kayak oerlu ekspos biar ajar,negative,0.79583340883255,[-0.03580246 -1.4001023   1.5522329 ]
kereeeennn,positive,0.9894696474075316,[ 3.4814625 -1.9495405 -1.5915188]
sarah kenal,neutral,0.661294162273407,[ 0.97363985  1.6607673  -3.0313342 ]
otak komputer,negative,0.9223047494888306,[-1.769931  -0.3241645  2.3614457]
baruuuuuu kerenn ikut jaman ngikutin trend visual enak liat keren motivasi anak2 muda,positive,0.9958397150039672,[ 4.166514  -2.0186343 -1.9908386]
orang suka matematika gagal matematika dikatain bodoh bidang matematika renti ajar matematika anak jago matematika banding,negative,0.9975192546844482,[-2.2099411 -2.1673017  4.5014772]
gagal semangat bangga udh kompetisi,negative,0.9967058300971984,[-1.9747719 -2.333046   4.267511 ]
keren,positive,0.9971580505371094,[ 4.437896  -1.8782336 -2.4276972]
ruangbk,neutral,0.6075640916824341,[ 0.06932325  0.7076233  -1.43176   ]
moga anak cerdas emak emak nonton coc pikir anak soale emaknya matematik ngang ngong,negative,0.5010573863983154,[ 1.1288638 -2.256487   1.1663984]
extreme addition tuh kaya psikotest,negative,0.7716497778892517,[-3.0663247  1.0980288  2.3310993]
masyaallah kerennnn sekaliiiiiiii prouddddddd,positive,0.9961291551589966,[ 4.1693106 -1.90496   -2.278148 ]
nnton reality show university war loklok persis banget kayak gin,neutral,0.5601724982261658,[-0.2622198   0.47385246 -0.70975333]
hibur bodoh,negative,0.9978324770927428,[-2.2138245 -2.282243   4.5776772]
semangat bikin acara acara didik please,positive,0.9790964126586914,[ 2.9069254 -1.3623481 -2.00505  ]
maudy ui oliv bus gagal rea itb nana ugm menang game eliminasi jelasin,neutral,0.9719080328941344,[-3.5130184  3.306362  -0.2759432]
ibnu 3 98 dpt tuh wkwkw,neutral,0.863467812538147,[-0.4837448  1.5889719 -1.8444191]
acara university war,neutral,0.9515085816383362,[-1.0149677  2.3369398 -1.8016613]
unj uang sih wokwokwowkok,negative,0.9886257648468018,[-1.6397656 -1.857599   3.4153464]
keren banget ruang guru,positive,0.9961106181144714,[ 4.2242584 -1.6715825 -2.5405507]
sana lihat orang lolos langsung keringet dingin ken berak kencing mual coyyyy,negative,0.9965388774871826,[-2.249388  -2.285242   4.0886993]
iiat adek2 kangen kul,positive,0.9784815907478333,[ 3.0284863 -1.1579082 -1.9637215]
neng lihat orang pinter,positive,0.8175046443939209,[ 1.8257096  -2.171818    0.24034776]
teman teman hebat,positive,0.9961264729499816,[ 4.2164326 -1.8362428 -2.2614076]
anak pintar muka g songong yq,negative,0.9910773038864136,[-1.0563664 -2.741751   3.8238888]
lihat orang pinter tuh bawa pen menang kagum,positive,0.9499592185020448,[ 2.6572251  -2.3220732  -0.42629144]
keren acara indo nonton korea,positive,0.9959869980812072,[ 4.172752  -1.6598618 -2.640866 ]
kalah babak semangat kecewa hebat duduk situ,negative,0.9977769255638124,[-2.3363264 -2.2252157  4.5205607]
bismillah moga anak pinter2 kayak gin aamiin,positive,0.9847018122673036,[ 3.27159   -1.2411963 -2.117098 ]
sepuh kacamata,negative,0.9616742730140686,[-1.370791  -1.4145795  2.523256 ]
kumpul coc teman teman,neutral,0.9747390151023864,[-0.9583856  2.9389348 -2.2426033]
nntonya ttp pakai subtitle pdhl b indonesia biasa nonton korea ver,neutral,0.9169071912765504,[-2.397654    2.0509632  -0.48825368]
langsung otak paspasan,negative,0.9882456064224244,[-2.5891807 -1.0025177  3.6153405]
konten fix mindset growth mindset,neutral,0.8837946057319641,[-1.625335    1.7552114  -0.57314616]
definisi atas langit langit,neutral,0.9407144784927368,[-1.2887875  2.3146489 -1.0153881]
ayo sandy,neutral,0.5526821613311768,[ 1.0123742  1.2415606 -3.0145175]
kemendikbud org gojek,neutral,0.9695992469787598,[-2.2070696  2.7317152 -0.9900714]
indonesia,positive,0.8578710556030273,[ 2.077467    0.22050615 -2.5758665 ]
hasil hebat,positive,0.9962837100028992,[ 4.308901  -1.689671  -2.3773606]
kak shakira ngefanssss bgt,positive,0.9928882718086244,[ 4.041673  -1.0680683 -2.7482593]
pinter moga anak anak pinter,positive,0.9896759390830994,[ 3.5758522 -2.0570655 -1.4071093]
extreme addition round 2 tuh gambang pola samua video 1 pola yekan beda coba round 2 ngetest otak tuh engga,negative,0.863219141960144,[-1.2852904  -0.29803932  1.8609552 ]
keren,positive,0.9971580505371094,[ 4.437896  -1.8782336 -2.4276972]
ayo versi politeknikk,neutral,0.9493634700775146,[-0.55575615  2.4790072  -2.7702637 ]
yasaya jumawa gitu,negative,0.9845043420791626,[-1.1575236 -2.3683996  3.2548292]
sumpah keren bngt acara,positive,0.9964878559112548,[ 4.308774  -1.7311828 -2.4654706]
viralkan acara ges,negative,0.948640525341034,[-2.420719   -0.50079304  2.552204  ]
keren tonton nemenin makan,positive,0.9964750409126282,[ 4.2918606 -1.8010616 -2.3700843]
kerennnnn,positive,0.9969542026519777,[ 4.327942  -2.0420315 -2.285013 ]
acara keren banget sumpah,positive,0.9972854852676392,[ 4.4796886 -1.8087672 -2.573975 ]
kerenn parahhh,positive,0.7191417217254639,[ 1.9353924  -3.3061056   0.98154026]
tegang sini,negative,0.9974491000175476,[-2.3894174 -2.1481123  4.400397 ]
kasih ema makan kasih serius wkwkw,negative,0.5716198086738586,[-0.87746304 -0.5289739   0.293496  ]
please provide eng sub international fans know one,neutral,0.6956309676170349,[-2.9181228  1.7011391  0.851768 ]
menang haru nyesel ajar pdhl sebenernya potensi halang support orang tua,negative,0.985768973827362,[-1.5267688 -1.7915732  3.2807086]
watch eng subbb,neutral,0.5260806083679199,[-1.4897282   0.5052864   0.23719479]
yah emilda gk lolos tetep semangat tetep keren banget ngikutin kiprah smp,positive,0.987566351890564,[ 3.34906   -1.8601074 -1.5952253]
smp tarik banget lihat moga pas lulus kayak kakak pinter clash champions,positive,0.9648579359054564,[ 2.6007674 -1.8415126 -1.102092 ]
bangsa indonesia kaya orang pandai,negative,0.6463807821273804,[ 1.0187714 -2.6878633  1.6462026]
acara2 sperti biar 90 orang motivasi kuliah pemuda indonesia kuliah 10 miris,negative,0.993047297000885,[-2.9953134 -1.1386919  3.9680974]
lolos ttp pinter,positive,0.9891535639762878,[ 3.416264  -1.8169677 -1.7635576]
ken kuliah,negative,0.8248440027236938,[-1.8779899  -0.06466649  1.6359489 ]
nonton coc semangat ajar wkwkwk,positive,0.95586496591568,[ 2.3540773 -1.4543684 -1.3760283]
banyakin episode please,neutral,0.4822378754615783,[-0.28593585  0.15425335 -0.69029623]
lihat bang hanif gpa 4 0 matematika,neutral,0.995751142501831,[-1.6079724  4.0900784 -2.9071367]
banget ui lolos,positive,0.9183087348937988,[ 2.0203793 -2.1797569 -0.5837859]
saking pinternya nonton menang,positive,0.9822059869766236,[ 3.2639692  -2.3334298  -0.97594565]
keren keren coc,positive,0.996204674243927,[ 4.1944532 -2.0139937 -2.126938 ]
gwe smk tidur pling eliminasi,negative,0.992363214492798,[-2.9608757 -1.2315619  3.7988594]
makan,positive,0.6561317443847656,[ 0.97901756  0.07073309 -1.1340318 ]
janggal teliti ibnu masuk sisa 1 slot masuk licca oliv masuk diagram tampil,neutral,0.885362446308136,[-3.8532226  2.8041544  0.7499636]
kemarin ksm kompetisi sain madrasah juara 2 kabupaten lomba provinsi,neutral,0.9932750463485718,[-1.2252417  3.8898945 -3.2852476]
lolos hebat banget,positive,0.9958029389381408,[ 4.1441402 -1.8375821 -2.2387497]
keren banget,positive,0.997103750705719,[ 4.4456215 -1.8129387 -2.4716065]
tim rajin ajar,positive,0.9852107167243958,[ 3.1398537 -1.7079569 -1.7985823]
lihat angka pusing,negative,0.9958927631378174,[-2.6866763 -1.6809821  4.1216574]
denger prestasi buluk punuk turun,positive,0.7219352722167969,[ 1.0997999  -1.2267988  -0.14659895]
anak sepinter2 anak2,negative,0.9950674772262572,[-2.1123664 -1.8485256  4.0283337]
somaga acara,positive,0.5087420344352722,[ 0.19840728 -0.79354167 -0.3211573 ]
tim nonton nambah motivasi semangat ngambiss minder pesimis,positive,0.8782670497894287,[ 1.6736755 -1.2529062 -0.7911232]
maaf lulus kuliah mahasiswa,negative,0.9849153757095336,[-2.4856617 -1.1779293  3.240308 ]
masyallah moga pinternya nular kakak kakak,positive,0.9669576287269592,[ 2.7386842 -1.697411  -1.0631722]
kak xavier,neutral,0.945505917072296,[-0.09726381  2.7951539  -3.3273902 ]
kalem orgnya coba orgnya garang tato tindik pinter,negative,0.881747841835022,[ 0.21069081 -2.51405     2.283281  ]
keren banget serah ngitung wkwk,positive,0.994681179523468,[ 3.896955  -1.9550655 -2.1053004]
maxwell logat bener bener ciri khas koko koko surabaya wkwkwk,positive,0.9940952062606812,[ 4.195046  -1.0858382 -2.8730397]
keren banget nonton,positive,0.9966906309127808,[ 4.3257284 -1.7559422 -2.5467184]
masyaallah kumpul orang cerdas,positive,0.9772748947143556,[ 3.0097115 -1.9982541 -1.0905077]
ipk 3 3 prestasi sedih wak,negative,0.9958637952804564,[-1.8291049 -2.4469345  4.085932 ]
mrka orang orang pintar kerenn,positive,0.5345376133918762,[ 1.4632118 -2.9254584  1.3104784]
bismillah langgan ruang guru anak umur 4,neutral,0.9759894609451294,[-0.74944025  3.0574381  -2.9816298 ]
ngitung pakai alfatihah kulhu sih mentok,negative,0.9710968136787416,[-2.5997658  -0.44680974  3.1775403 ]
jerome sihh,negative,0.986369252204895,[-1.2062654 -2.208438   3.3881152]
seruuuuuu,positive,0.9964728951454164,[ 4.371533  -1.6358216 -2.46018  ]
gw menang kejer,negative,0.6269100308418274,[ 0.67272514 -2.2626483   1.2434572 ]
ronde pertamaa merinding,negative,0.9693548679351808,[-1.0587423 -1.9596856  2.7362964]
semangat cari jodoh biar didik aanak anak pintar,positive,0.9728319048881532,[ 2.7864003 -2.0147142 -1.1404208]
guru2 piknik silah tonton hahaaha maju trus anak2 muda kualitas,positive,0.9567830562591552,[ 2.467653  -1.2377028 -1.4159027]
moga ting deh,positive,0.9677789211273192,[ 3.0068986  -0.50288695 -2.6798809 ]
2 lucu,positive,0.9727239608764648,[ 2.9072735 -2.2367811 -0.9000794]
anak lahir sulawesi ibnu keren ki dukung ki mi pulang semangat,positive,0.9626469016075134,[ 2.599491  -0.9518996 -1.9939657]
sayang serta wakil universitas,neutral,0.9091687202453612,[-0.37214908  2.037786   -2.5589411 ]
aduh suruh ngitung ratus digit bentuk asli butuh pensil warna warni pulpen hitam doang hebat banget dedek dedek cerdas coc,positive,0.978585958480835,[ 3.0788825 -1.911079  -1.11572  ]
seru bangetttttt,positive,0.9967843294143676,[ 4.387535  -1.7931165 -2.3744974]
game 3 pure hitung cepat hapalan kukabataku,positive,0.824040412902832,[ 1.4014238  -0.76209193 -0.9151359 ]
game 360 angka bagi 4 angka hexagon 90 hexagon hitung hexagon 18 cepat,neutral,0.9881694316864014,[-1.7197598  3.3702474 -1.7772157]
game hitung angka 0 buah 1 buah kali jumlah,neutral,0.995202660560608,[-1.9602598  3.9156063 -2.2919734]
keren keren sih moga manfaat masyarakat,positive,0.995458960533142,[ 4.098395  -1.7692654 -2.259913 ]
yossi cakep uga,positive,0.9790416359901428,[ 3.1319928  -2.3798723  -0.92110497]
nonton,neutral,0.7033125162124634,[ 0.5100593  1.4274958 -2.3756216]
sringin acara kya bgini minnnn,positive,0.8920749425888062,[ 1.8136826  -0.52589864 -1.8907537 ]
benget bangett kaya,negative,0.9980207681655884,[-2.467102  -2.2392287  4.5694966]
keren banget inspirasi,positive,0.9963709115982056,[ 4.2959814 -1.7107487 -2.4461534]
kerennn banget sumpahhh,positive,0.9971786737442015,[ 4.4552307 -1.9020985 -2.361502 ]
kereen acara game brother enjoy kalah prestasi mampu bidang masing,positive,0.984943389892578,[ 3.2150662 -1.7532972 -1.5725514]
smp suka bangett lihat ginian,positive,0.9929407835006714,[ 3.8140624 -1.9796907 -1.691788 ]
ruang guru skip please pas ngejelasin jawab,neutral,0.8044003844261169,[-2.6415684   2.2436602   0.79805994]
ngerjain deg degan,negative,0.7983782887458801,[ 0.6579334 -2.659155   2.069739 ]
kasiaan masuk babak,negative,0.926947832107544,[-1.0817555 -1.5532446  1.9439042]
lolos keren,positive,0.9936936497688292,[ 3.7489016 -1.923677  -2.0915892]
sumpaah keren banget champions udh irt anak 6 neng banget please biografi wawancara orang tua donk biar ajar parenting dg,positive,0.7313602566719055,[ 1.0278891  -1.0024422  -0.41593608]
sekolah paham pas kelas pulang buyar ngerasa malu banget kepinteran,negative,0.9974178075790404,[-2.2689202 -2.0817492  4.4787083]
jerome paolin,negative,0.4974319636821747,[-1.3019501   0.290797    0.46564758]
asa kayak ajaaaa,negative,0.9922990202903748,[-2.6308973 -1.3065271  3.7879927]
name jesus masuk ptn da mahasiswa prestasi aaamiiinnnn,positive,0.9646007418632508,[ 2.5693674 -1.5251638 -1.340918 ]
lolos hebat guys sana hebat polllll semangat bangga indonesia inspirasi anak2 muda,positive,0.989363133907318,[ 3.4280064 -1.6457562 -1.9773669]
q lulus suka klu hitung2,positive,0.8285436034202576,[ 1.5790491  -1.316491   -0.30701283]
sedih banget kak kak nana hasil nyelesain kejang kejang apa kak nana smgt yah smg lancar apa apa hambat kak nana see kak nana,negative,0.9973211884498596,[-2.5093796 -2.0376427  4.3668838]
brian sepupu malang,negative,0.6876885890960693,[-1.4302399  -0.06933094  0.9482767 ]
yesaya omong gampang ehh loloss alasanyaa,negative,0.9945110082626344,[-2.459909  -1.598943   3.9531658]
neng banget sih acara terima kasih ruang guru pas nonton university war rasan2 indonesia bikin acra model bginian eh,positive,0.9745920300483704,[ 2.903947  -1.4223659 -1.4501331]
melek due anak pinter ngono kuwi,negative,0.7311259508132935,[ 0.7400638 -2.4647684  1.7801712]
mantap hanif,positive,0.9958484172821044,[ 4.4287243 -1.2100718 -2.9706013]
suka banget acara,positive,0.9964285492897034,[ 4.545021  -1.2608527 -2.9170265]
lolos kalah,negative,0.9736234545707704,[-1.1368876 -2.0793657  2.8007185]
keren keren masya allah,positive,0.9967591166496276,[ 4.3508964 -1.8156347 -2.4146278]
keren keren masya allah,positive,0.9967591166496276,[ 4.3508964 -1.8156347 -2.4146278]
tolonggg aura ambisnya sampek,negative,0.8084319829940796,[-1.3606669  -0.52298486  1.2764384 ]
gk lolos nyesel orang orang pinter masuk 40 ajah hebat banget,positive,0.9810482263565063,[ 3.3833237  -2.5006673  -0.71899825]
unsri,neutral,0.7792026400566101,[ 0.28948694  1.6255722  -2.2622209 ]
muka2nya wibu hahaha,negative,0.9426303505897522,[-0.6853643 -1.752378   2.4094703]
game edukasi nih mantap patut tahan banyak game spr,positive,0.991891860961914,[ 3.817075  -1.5064785 -1.8970683]
bismillah,positive,0.8201690912246704,[ 2.33529    0.8028259 -3.391329 ]
nan,positive,0.5520077347755432,[ 0.5400192  -0.94198436  0.00282718]
keren habis,positive,0.9970710277557372,[ 4.409821  -1.9597485 -2.2952797]
gagal round moga move kecewa hebat pilih 40 serta ribu mahasiswa good job,positive,0.9101821184158324,[ 2.0073261  -1.5054636  -0.66824335]
merinding banget bangga banget lihat,positive,0.903071939945221,[ 2.2345889  -2.4690604  -0.08545425]
gereget hanif bisa2nya urut 22 jurus matematika ipk 4,neutral,0.8113201260566711,[-1.2661396  1.3907931 -0.4269244]
kayak nonton gifted,positive,0.7555277943611145,[ 1.1521417 -0.3725869 -1.093138 ]
mrka pinter banget bimbel mrka ruangguru doang,positive,0.9709550738334656,[ 2.8451529 -1.7283146 -1.087498 ]
untung udh kerja minder lihat,negative,0.993320882320404,[-1.4385717 -2.5755475  3.8417225]
tim drdlu faktor untung alias bejo suka nnton anak2 pinter rapat,positive,0.9890040755271912,[ 3.564203  -1.2818367 -2.162225 ]
orng porsi peran masing2 dunia great power comes great responsibility,positive,0.7505818605422974,[ 1.3008711   0.01978963 -1.607529  ]
good job,positive,0.9929625391960144,[ 3.8765287 -1.4141214 -2.3139517]
master chef master class,neutral,0.7226426005363464,[ 1.2013614  2.168439  -3.4535463]
itb ipk 4 00,neutral,0.981691837310791,[-0.9585534  3.20851   -2.551223 ]
mudah ngitung,positive,0.993220329284668,[ 3.7449296 -1.8326213 -2.0496264]
bobot manfaat moga motivasi anak anak indonesia ajar keren ruang guru,positive,0.984706699848175,[ 3.26964   -1.3859881 -1.842548 ]
add eng sub please,neutral,0.9852188229560852,[-2.305374   3.2080827 -1.3044353]
sih gays jelasin g fyp tiktok,negative,0.7191405892372131,[-3.9965787  1.4212533  2.3658829]
suka pas team itb dateng gandeng tangann,positive,0.9554619193077089,[ 3.3772461   0.29051867 -3.5681374 ]
hrusnya gni tayangin edukasi2 gni,neutral,0.6290143132209778,[-1.8822149   1.0263411   0.40129057]
nan,positive,0.5520077347755432,[ 0.5400192  -0.94198436  0.00282718]
19 18 pola 18 sih,negative,0.5260099172592163,[-2.102587    0.71471995  0.87690234]
uni darussalam dimasukin pinter pinter,negative,0.8402513265609741,[-0.32234102 -1.6458554   1.5737771 ]
sd negeri,neutral,0.8107316493988037,[-0.05277916  1.5620368  -1.803992  ]
yesaya gampang lolos round 1,positive,0.704656720161438,[ 0.9740966  -0.06148398 -1.7730509 ]
teknik sipil wakil banget karakter anak sipil,positive,0.9437611699104308,[ 2.2667677 -1.0872693 -1.4363253]
nyontek jawaba,negative,0.996834933757782,[-2.5236368 -1.7945743  4.351482 ]
kereeennnnnnnnnnnn,positive,0.9895939826965332,[ 3.4839265 -1.8522091 -1.6831794]
sombong ko yesaya ronde,negative,0.9981045722961426,[-2.1936696 -2.4290676  4.6550856]
nonton merinding endingnya,negative,0.5328181982040405,[ 1.0717645 -2.705224   1.2258599]
tonton kualitas gin,positive,0.4271086752414703,[-0.06613252 -0.3056813  -0.65610665]
ibnu kakean cangkem,neutral,0.953472912311554,[-3.674455    3.1378136   0.09493283]
komentar serta bnyak kyk masterchef detail tu nyelesaiin sja,negative,0.5401751399040222,[-2.4007876   0.93251306  1.1286143 ]
habis nonton vidio pikir 100 ken pinter ken ajar bimbel ruang guru kembang tahu ajar bimbel ruang guru sebar luas bimbel ruang guru ajar semangat mudah paham ruang guru,positive,0.5761716961860657,[ 1.0773382 -1.7281823  0.6844711]
ngk pinter suka nontonnya,positive,0.995368719100952,[ 4.078272  -1.9328053 -2.0403926]
nama yesaya ui kali jaga mulut yaaa sok pinter,negative,0.9968825578689576,[-2.2617118 -2.0808194  4.2935815]
kesini gara gara berseluyuran tiktok ngacung,negative,0.9869490265846252,[-2.8466995 -0.7862883  3.6593816]
emak nonton asa butir molekul belah 7,negative,0.5392484068870544,[-3.638518   1.7692782  1.9310669]
rindu acara kaya gin ditv,positive,0.9758595824241638,[ 3.438835  -0.3265068 -3.0128229]
allohumma sholli alaa sayyidinaa muhammad,positive,0.718351423740387,[ 1.3046407  0.2650609 -1.9531578]
pakai org korea,neutral,0.794349730014801,[-1.6898309   1.2211345  -0.36620852]
ilmu engineering kyak gin,positive,0.5617978572845459,[ 0.8462965  -1.1866927   0.41406044]
lumayan flimnya kayak edukasi murid2 guru 2,positive,0.9865049719810486,[ 3.5219476 -1.1059773 -2.0236628]
